epoca,val_auc_roc,val_accuracy,perdida_discriminador,perdida_xerador,is_best
10,0.6097291178451179,0.1453479826450348,3.756383180618286,2.5264804363250732,1
20,0.5494232828282828,0.24765567481517792,3.6968560218811035,2.3535821437835693,0
30,0.5607729898989899,0.24205128848552704,3.061086416244507,2.397003412246704,0
40,0.6193663501683502,0.2875458002090454,2.586130142211914,2.812919855117798,1
50,0.5927510235690235,0.30897435545921326,2.2445733547210693,2.7292826175689697,0
60,0.6906139090909091,0.3036263883113861,2.4287362098693848,2.307471990585327,1
70,0.7341048484848485,0.3084615468978882,2.5861997604370117,2.139298677444458,1
80,0.7572323030303031,0.34575092792510986,2.140190839767456,2.302492141723633,1
90,0.7775620101010102,0.3781318664550781,2.1182005405426025,1.8388912677764893,1
100,0.7694999427609427,0.4636630117893219,1.8275121450424194,1.889085054397583,0
110,0.6141855824915825,0.5019047856330872,1.8408458232879639,2.1711812019348145,0
120,0.795452175084175,0.5379120707511902,1.6491262912750244,2.040050506591797,1
130,0.7068613737373737,0.5553479790687561,1.530302882194519,2.301534652709961,0
140,0.8534855959595958,0.4907326102256775,1.708330512046814,2.5788638591766357,1
150,0.8889121818181819,0.6386446952819824,1.4243764877319336,2.2287936210632324,1
160,0.7950565252525252,0.5753113627433777,1.2552013397216797,2.620103120803833,0
170,0.8899769057239058,0.5930036902427673,1.4626123905181885,2.357628345489502,1
180,0.8703951111111112,0.6035531163215637,1.2220313549041748,2.479390859603882,0
190,0.7582026666666667,0.628278374671936,1.2328375577926636,2.4833321571350098,0
200,0.7456351481481482,0.6377289295196533,1.2430460453033447,2.323331832885742,0
210,0.8349630269360271,0.6259340643882751,1.2376303672790527,2.7842800617218018,0
220,0.7867138215488215,0.6365934014320374,1.141833782196045,2.482592821121216,0
230,0.8180805555555556,0.6407692432403564,1.1134092807769775,2.240234375,0
240,0.8082732289562289,0.6402198076248169,1.101244568824768,2.5207996368408203,0
250,0.7992909393939394,0.6365568041801453,1.1018848419189453,2.2999908924102783,0
260,0.8162019292929293,0.644505500793457,1.0714783668518066,2.3584113121032715,0
270,0.7949023265993267,0.6511721611022949,1.0808659791946411,2.3356478214263916,0
280,0.8224963737373737,0.660732626914978,1.065752387046814,2.464801788330078,0
290,0.8371012996632996,0.6265934109687805,1.1728850603103638,2.6291942596435547,0
300,0.9059027609427609,0.6136996150016785,1.1981626749038696,2.3492724895477295,1
310,0.8862479966329967,0.622893750667572,1.1845405101776123,2.3353476524353027,0
320,0.8876873063973064,0.6196703314781189,1.2147020101547241,2.287140369415283,0
330,0.8330896161616161,0.6413553357124329,1.1081911325454712,2.417215585708618,0
340,0.8935247744107744,0.6189377307891846,1.1289708614349365,2.3132128715515137,0
350,0.8696922188552187,0.6461904644966125,1.0765926837921143,2.3285207748413086,0
360,0.8475106835016835,0.6353479623794556,1.0623369216918945,2.4181976318359375,0
370,0.8326586464646464,0.6037728786468506,1.2435436248779297,2.296931505203247,0
380,0.8640099865319865,0.6175457835197449,1.2791236639022827,2.23903226852417,0
390,0.8458421043771044,0.6441391706466675,1.143526315689087,2.3064794540405273,0
400,0.8992967474747475,0.6072527766227722,1.2307473421096802,2.1268744468688965,0
410,0.8445414208754208,0.621575117111206,1.2536180019378662,2.213921070098877,0
