epoca,val_auc_roc,val_accuracy,perdida_discriminador,perdida_xerador,is_best
10,0.5319132424242424,0.5643956065177917,2.0751242637634277,0.7001959085464478,1
20,0.5390390606060605,0.5778388381004333,2.004481315612793,0.6971879005432129,1
30,0.5442674983164983,0.5689743757247925,1.9211574792861938,0.6942319273948669,1
40,0.5963389393939394,0.5385714173316956,1.828657627105713,0.6914248466491699,1
50,0.6159618249158249,0.5193040370941162,1.7025507688522339,0.6888889670372009,1
60,0.6427628619528618,0.5045787692070007,1.633151888847351,0.6865782141685486,1
70,0.6512714747474748,0.5091208815574646,1.5603833198547363,0.6848287582397461,1
80,0.6500733299663299,0.5121977925300598,1.5202263593673706,0.6834191083908081,0
90,0.6427122558922559,0.5119413733482361,1.502728819847107,0.6822681427001953,0
100,0.6311044848484848,0.5127106308937073,1.4678070545196533,0.6812303066253662,0
110,0.6362950303030303,0.5126007199287415,1.489014983177185,0.6801353096961975,0
120,0.6399850808080809,0.5079120993614197,1.4759167432785034,0.6787226796150208,0
130,0.6396822222222223,0.5049816966056824,1.4850283861160278,0.6770460605621338,0
140,0.639200164983165,0.5038095116615295,1.4715707302093506,0.6753981113433838,0
150,0.638498845117845,0.5016849637031555,1.4523258209228516,0.6731864213943481,0
160,0.636650707070707,0.501135528087616,1.4584827423095703,0.6710907220840454,0
170,0.6308417744107744,0.5010256171226501,1.4544103145599365,0.6689007878303528,0
180,0.6257903636363636,0.500073254108429,1.4503260850906372,0.6667925715446472,0
190,0.6210130673400674,0.4986446797847748,1.4536492824554443,0.6649060845375061,0
200,0.6217459865319865,0.49509158730506897,1.4460172653198242,0.6629425883293152,0
210,0.619137276094276,0.4887545704841614,1.4495701789855957,0.6607720851898193,0
220,0.6225967744107744,0.47366300225257874,1.4501047134399414,0.6589511036872864,0
230,0.6243042222222221,0.4667765498161316,1.453768253326416,0.6571360230445862,0
240,0.6197559191919192,0.4633699655532837,1.445896863937378,0.6555144786834717,0
250,0.6160848316498316,0.46219781041145325,1.4416019916534424,0.6536508202552795,0
260,0.6093902188552188,0.4617948830127716,1.4421590566635132,0.6521990299224854,0
270,0.6084983131313131,0.46450549364089966,1.434826135635376,0.6503241658210754,0
280,0.6102638181818181,0.4667765498161316,1.4353692531585693,0.6488888263702393,0
290,0.6057777811447812,0.46857142448425293,1.4417450428009033,0.6475403308868408,0
300,0.5998130875420875,0.46761906147003174,1.4227640628814697,0.6462393999099731,0
310,0.596190026936027,0.4650915861129761,1.42386794090271,0.6457512378692627,0
320,0.5697217171717172,0.46516484022140503,1.4265532493591309,0.6450331807136536,0
330,0.5634599528619529,0.46761906147003174,1.4221386909484863,0.6443582773208618,0
340,0.5443966397306397,0.4680219888687134,1.4234192371368408,0.6433656215667725,0
350,0.5413794713804714,0.46556776762008667,1.42234468460083,0.6431610584259033,0
360,0.5374927912457913,0.46820512413978577,1.4200330972671509,0.6433364748954773,0
370,0.5193509023569023,0.46820512413978577,1.4198449850082397,0.6444164514541626,0
380,0.4880793535353535,0.46282050013542175,1.4233388900756836,0.6456761360168457,0
390,0.4826831010101009,0.4624541997909546,1.4151735305786133,0.6473702192306519,0
400,0.48170747811447817,0.461978018283844,1.41367769241333,0.6488174200057983,0
410,0.482105063973064,0.4610622823238373,1.4094088077545166,0.6507317423820496,0
420,0.4807194478114478,0.460915744304657,1.406810998916626,0.652889609336853,0
430,0.4787897003367003,0.4606226980686188,1.407940149307251,0.652940571308136,0
440,0.4782602525252525,0.4613186717033386,1.4083882570266724,0.6518779397010803,0
450,0.47882038720538717,0.46190476417541504,1.408144474029541,0.6506760120391846,0
460,0.4799410606060606,0.4627838730812073,1.4077613353729248,0.6485732793807983,0
470,0.48669516498316495,0.4661538600921631,1.4085965156555176,0.6467165350914001,0
480,0.5055952255892256,0.46853479743003845,1.4068188667297363,0.644790768623352,0
490,0.5466831346801346,0.4649450480937958,1.410588264465332,0.6432685256004333,0
500,0.593162138047138,0.43619048595428467,1.4101122617721558,0.6416240334510803,0
510,0.5727066296296296,0.41934067010879517,1.4138197898864746,0.6400797963142395,0
520,0.574560164983165,0.4036630094051361,1.419121503829956,0.6384468078613281,0
530,0.5707534882154882,0.41688644886016846,1.4212015867233276,0.6367869973182678,0
540,0.5645237373737374,0.41831502318382263,1.421593427658081,0.6354031562805176,0
550,0.5597989696969696,0.4177655577659607,1.4231410026550293,0.6341025233268738,0
560,0.5538808148148148,0.41813185811042786,1.424197793006897,0.6324408054351807,0
570,0.5526814882154882,0.41736263036727905,1.4244706630706787,0.6311575770378113,0
580,0.552176808080808,0.4167032837867737,1.4282341003417969,0.6300560235977173,0
590,0.5489958282828282,0.4165201485157013,1.4284541606903076,0.6289399862289429,0
600,0.5461048080808082,0.4163369834423065,1.4293575286865234,0.6280325651168823,0
610,0.5441054747474747,0.41597068309783936,1.429962158203125,0.6269528269767761,0
620,0.5425432053872054,0.4148351550102234,1.4304320812225342,0.6264601349830627,0
630,0.5419734478114477,0.4145054817199707,1.4322102069854736,0.6256012916564941,0
640,0.5398932996632997,0.41428571939468384,1.43549644947052,0.6247829794883728,0
650,0.5387911683501683,0.4130036532878876,1.4318273067474365,0.6243808269500732,0
660,0.5380977845117846,0.4119047522544861,1.4334650039672852,0.6239405274391174,0
670,0.5450649932659932,0.4101465344429016,1.4331767559051514,0.6235615015029907,0
680,0.5401294882154882,0.4191575050354004,1.4371672868728638,0.6232891082763672,0
690,0.5375575252525253,0.4167032837867737,1.438823938369751,0.6232926845550537,0
700,0.5326499932659933,0.41443222761154175,1.4365036487579346,0.6226270794868469,0
